Date,Close,High,Low,Open,Volume
,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
2022-03-20,41247.82421875,42241.1640625,41004.7578125,42191.40625,20127946682
2022-03-21,41077.99609375,41454.41015625,40668.04296875,41246.1328125,24615543271
2022-03-22,42358.80859375,43124.70703125,40948.28125,41074.10546875,32004652376
2022-03-23,42892.95703125,42893.5078125,41877.5078125,42364.37890625,25242943069
2022-03-24,43960.93359375,44131.85546875,42726.1640625,42886.65234375,31042992291
2022-03-25,44348.73046875,44999.4921875,43706.28515625,43964.546875,30574413034
2022-03-26,44500.828125,44735.99609375,44166.2734375,44349.859375,16950455995
2022-03-27,46820.4921875,46827.546875,44437.29296875,44505.35546875,28160889722
2022-03-28,47128.00390625,48086.8359375,46690.203125,46821.8515625,36362175703
2022-03-29,47465.73046875,48022.2890625,47100.4375,47100.4375,31397059069
2022-03-30,47062.6640625,47655.1484375,46746.2109375,47456.8984375,29333883962
2022-03-31,45538.67578125,47512.02734375,45390.5390625,47062.1484375,33327427106
2022-04-01,46281.64453125,46616.2421875,44403.140625,45554.1640625,38162644287
2022-04-02,45868.94921875,47028.28125,45782.51171875,46285.5,29336594194
2022-04-03,46453.56640625,47313.4765625,45634.10546875,45859.12890625,25414397610
2022-04-04,46622.67578125,46791.08984375,45235.81640625,46445.2734375,32499785455
2022-04-05,45555.9921875,47106.140625,45544.80859375,46624.5078125,29640604055
2022-04-06,43206.73828125,45544.35546875,43193.953125,45544.35546875,39393395788
2022-04-07,43503.84765625,43860.69921875,42899.90625,43207.5,26101973106
2022-04-08,42287.6640625,43903.01953125,42183.2890625,43505.13671875,27215995394
2022-04-09,42782.13671875,42786.81640625,42183.25390625,42282.078125,16050772496
2022-04-10,42207.671875,43376.37890625,42021.20703125,42781.08984375,17654475582
2022-04-11,39521.90234375,42424.58984375,39373.05859375,42201.0390625,33949912166
2022-04-12,40127.18359375,40617.5859375,39388.328125,39533.71484375,30991500854
2022-04-13,41166.73046875,41430.0546875,39712.74609375,40123.5703125,27691105228
2022-04-14,39935.515625,41451.48046875,39695.74609375,41160.21875,24342001973
2022-04-15,40553.46484375,40617.72265625,39866.83203125,39939.40234375,21756855753
2022-04-16,40424.484375,40633.6796875,40078.42578125,40552.31640625,16833150693
2022-04-17,39716.953125,40570.7265625,39620.89453125,40417.77734375,19087633042
2022-04-18,40826.21484375,40986.3203125,38696.19140625,39721.203125,33705182072
2022-04-19,41502.75,41672.9609375,40618.6328125,40828.17578125,25303206547
2022-04-20,41374.37890625,42126.30078125,40961.09765625,41501.74609375,27819532341
2022-04-21,40527.36328125,42893.58203125,40063.828125,41371.515625,35372786395
2022-04-22,39740.3203125,40777.7578125,39315.41796875,40525.86328125,28011716745
2022-04-23,39486.73046875,39935.859375,39352.203125,39738.72265625,16138021249
2022-04-24,39469.29296875,39845.92578125,39233.5390625,39478.375,17964398167
2022-04-25,40458.30859375,40491.75390625,38338.37890625,39472.60546875,35445730570
2022-04-26,38117.4609375,40713.890625,37884.984375,40448.421875,34569088416
2022-04-27,39241.12109375,39397.91796875,37997.3125,38120.30078125,30981015184
2022-04-28,39773.828125,40269.46484375,38941.421875,39241.4296875,33903704907
2022-04-29,38609.82421875,39887.26953125,38235.53515625,39768.6171875,30882994649
2022-04-30,37714.875,38771.2109375,37697.94140625,38605.859375,23895713731
2022-05-01,38469.09375,38627.859375,37585.7890625,37713.265625,27002760110
2022-05-02,38529.328125,39074.97265625,38156.5625,38472.1875,32922642426
2022-05-03,37750.453125,38629.99609375,37585.62109375,38528.109375,27326943244
2022-05-04,39698.37109375,39902.94921875,37732.05859375,37748.01171875,36754404490
2022-05-05,36575.140625,39789.28125,35856.515625,39695.74609375,43106256317
2022-05-06,36040.921875,36624.359375,35482.1328125,36573.18359375,37795577489
2022-05-07,35501.953125,36129.92578125,34940.82421875,36042.50390625,24375896406
2022-05-08,34059.265625,35502.94140625,33878.96484375,35502.94140625,36763041910
2022-05-09,30296.953125,34222.07421875,30296.953125,34060.015625,63355494961
2022-05-10,31022.90625,32596.30859375,29944.802734375,30273.654296875,59811038817
2022-05-11,28936.35546875,32013.40234375,28170.4140625,31016.18359375,70388855818
2022-05-12,29047.751953125,30032.439453125,26350.490234375,28936.734375,66989173272
2022-05-13,29283.103515625,30924.802734375,28782.330078125,29030.91015625,42841124537
2022-05-14,30101.265625,30192.802734375,28702.91015625,29285.642578125,28579868620
2022-05-15,31305.11328125,31308.19140625,29527.740234375,30098.5859375,25835372065
2022-05-16,29862.91796875,31305.341796875,29251.884765625,31304.375,32613897286
2022-05-17,30425.857421875,30694.490234375,29570.302734375,29862.408203125,29101473475
2022-05-18,28720.271484375,30618.716796875,28720.271484375,30424.478515625,31285268319
2022-05-19,30314.333984375,30430.751953125,28708.955078125,28720.359375,33773447707
2022-05-20,29200.740234375,30664.9765625,28793.60546875,30311.119140625,30749382605
2022-05-21,29432.2265625,29588.869140625,29027.39453125,29199.859375,17274840442
2022-05-22,30323.72265625,30425.861328125,29275.18359375,29432.47265625,21631532270
2022-05-23,29098.91015625,30590.5859375,28975.560546875,30309.396484375,31483454557
2022-05-24,29655.5859375,29774.35546875,28786.58984375,29101.125,26616506245
2022-05-25,29562.361328125,30157.78515625,29384.94921875,29653.134765625,27525063551
2022-05-26,29267.224609375,29834.16015625,28261.90625,29564.77734375,36774325352
2022-05-27,28627.57421875,29346.943359375,28326.61328125,29251.140625,36582005748
2022-05-28,28814.900390625,28814.900390625,28554.56640625,28622.625,35519577634
2022-05-29,29445.95703125,29498.009765625,28841.107421875,29019.8671875,18093886409
2022-05-30,31726.390625,31949.630859375,29303.572265625,29443.365234375,39277993274
2022-05-31,31792.310546875,32249.86328125,31286.154296875,31723.865234375,33538210634
2022-06-01,29799.080078125,31957.28515625,29501.587890625,31792.5546875,41135817341
2022-06-02,30467.48828125,30604.734375,29652.705078125,29794.890625,29083562061
2022-06-03,29704.390625,30633.03515625,29375.689453125,30467.806640625,26175547452
2022-06-04,29832.9140625,29930.564453125,29500.005859375,29706.138671875,16588370958
2022-06-05,29906.662109375,30117.744140625,29574.44921875,29835.1171875,17264085441
2022-06-06,31370.671875,31693.291015625,29894.1875,29910.283203125,31947336829
2022-06-07,31155.478515625,31489.68359375,29311.68359375,31371.7421875,40770974039
2022-06-08,30214.35546875,31253.69140625,29944.404296875,31151.48046875,30242059107
2022-06-09,30111.998046875,30609.310546875,30020.265625,30215.279296875,21692004719
2022-06-10,29083.8046875,30245.80859375,28978.146484375,30110.330078125,29867476527
2022-06-11,28360.810546875,29401.916015625,28236.212890625,29084.666015625,27246574439
2022-06-12,26762.6484375,28502.685546875,26762.6484375,28373.513671875,34163220274
2022-06-13,22487.388671875,26795.58984375,22141.2578125,26737.578125,68204556440
2022-06-14,22206.79296875,23018.951171875,20950.818359375,22487.986328125,50913575242
2022-06-15,22572.83984375,22642.671875,20178.376953125,22196.73046875,54912007015
2022-06-16,20381.650390625,22868.921875,20265.2265625,22576.3046875,31183975654
2022-06-17,20471.482421875,21243.3125,20326.51953125,20385.71875,27132421514
2022-06-18,19017.642578125,20736.041015625,17708.623046875,20473.42578125,42009436760
2022-06-19,20553.271484375,20683.822265625,18067.15234375,19010.90234375,35329942625
2022-06-20,20599.537109375,20913.322265625,19689.169921875,20553.37109375,30818458597
2022-06-21,20710.59765625,21620.62890625,20415.0625,20594.294921875,28970212744
2022-06-22,19987.029296875,20835.75,19848.078125,20719.4140625,28574793478
2022-06-23,21085.876953125,21135.76171875,19950.1171875,19986.607421875,26188097173
2022-06-24,21231.65625,21472.91796875,20777.51171875,21084.6484375,24957784918
2022-06-25,21502.337890625,21520.9140625,20964.5859375,21233.609375,18372538715
2022-06-26,21027.294921875,21783.724609375,21016.26953125,21496.494140625,18027170497
2022-06-27,20735.478515625,21478.08984375,20620.19921875,21028.23828125,20965695707
2022-06-28,20280.634765625,21164.423828125,20228.8125,20731.544921875,21381535161
2022-06-29,20104.0234375,20364.15625,19937.791015625,20281.169921875,23552740328
2022-06-30,19784.7265625,20141.16015625,18729.65625,20108.3125,26267239923
2022-07-01,19269.3671875,20632.671875,19073.708984375,19820.470703125,30767551159
2022-07-02,19242.255859375,19371.748046875,19027.08203125,19274.8359375,18100418740
2022-07-03,19297.076171875,19558.26953125,18966.951171875,19242.095703125,16390821947
2022-07-04,20231.26171875,20258.748046875,19063.06640625,19297.314453125,21594638208
2022-07-05,20190.115234375,20635.466796875,19341.232421875,20225.353515625,26715546990
2022-07-06,20548.24609375,20595.529296875,19823.51171875,20194.619140625,24598943708
2022-07-07,21637.587890625,21771.81640625,20296.103515625,20547.814453125,25814972520
2022-07-08,21731.1171875,22314.94140625,21257.453125,21637.154296875,49899834488
2022-07-09,21592.20703125,21877.138671875,21445.95703125,21716.828125,29641127858
2022-07-10,20860.44921875,21591.080078125,20727.123046875,21591.080078125,28688807249
2022-07-11,19970.556640625,20856.353515625,19924.5390625,20856.353515625,24150249025
2022-07-12,19323.9140625,20043.4453125,19308.53125,19970.474609375,25810220018
2022-07-13,20212.07421875,20223.052734375,18999.953125,19325.97265625,33042430345
2022-07-14,20569.919921875,20789.89453125,19689.2578125,20211.466796875,31158743333
2022-07-15,20836.328125,21138.244140625,20397.0,20573.15625,25905575359
2022-07-16,21190.31640625,21514.404296875,20518.8984375,20834.103515625,24302954056
2022-07-17,20779.34375,21600.640625,20778.1796875,21195.041015625,22927802083
2022-07-18,22485.689453125,22633.033203125,20781.912109375,20781.912109375,39974475562
2022-07-19,23389.43359375,23666.962890625,21683.40625,22467.849609375,48765202697
2022-07-20,23231.732421875,24196.818359375,23009.94921875,23393.19140625,42932549127
2022-07-21,23164.62890625,23388.322265625,22431.1484375,23233.201171875,33631012204
2022-07-22,22714.978515625,23671.927734375,22603.416015625,23163.751953125,31421555646
2022-07-23,22465.478515625,22977.2109375,22002.91015625,22706.984375,24021799169
2022-07-24,22609.1640625,22974.001953125,22306.83984375,22465.509765625,23565495303
2022-07-25,21361.701171875,22649.12109375,21361.642578125,22607.15625,35574561406
2022-07-26,21239.75390625,21361.12109375,20776.81640625,21361.12109375,28624673855
2022-07-27,22930.548828125,22986.529296875,21070.806640625,21244.169921875,31758955233
2022-07-28,23843.88671875,24110.470703125,22722.265625,22933.640625,40212386158
2022-07-29,23804.6328125,24294.787109375,23481.173828125,23845.212890625,35887249746
2022-07-30,23656.20703125,24572.580078125,23580.5078125,23796.818359375,28148218301
2022-07-31,23336.896484375,24121.642578125,23275.703125,23652.0703125,23553591896
2022-08-01,23314.19921875,23464.787109375,22890.796875,23336.71875,25849159141
2022-08-02,22978.1171875,23415.041015625,22710.083984375,23308.43359375,28389250717
2022-08-03,22846.5078125,23578.650390625,22747.8359375,22981.302734375,26288169966
2022-08-04,22630.95703125,23198.009765625,22485.701171875,22848.21484375,25120229769
2022-08-05,23289.314453125,23422.828125,22612.177734375,22626.833984375,28881249043
2022-08-06,22961.279296875,23326.5625,22961.279296875,23291.423828125,15978259885
2022-08-07,23175.890625,23359.009765625,22894.556640625,22963.505859375,15886817043
2022-08-08,23809.486328125,24203.689453125,23176.546875,23179.52734375,28575544847
2022-08-09,23164.318359375,23898.615234375,22982.0,23811.484375,23555719219
2022-08-10,23947.642578125,24127.4140625,22771.51953125,23162.8984375,32837431722
2022-08-11,23957.529296875,24822.62890625,23900.99609375,23948.345703125,37127036580
2022-08-12,24402.818359375,24412.56640625,23657.265625,23957.203125,27265804688
2022-08-13,24424.068359375,24860.05078125,24346.115234375,24402.1875,22987346289
2022-08-14,24319.333984375,24974.9140625,24206.259765625,24429.056640625,22994133555
2022-08-15,24136.97265625,25135.58984375,23839.775390625,24318.31640625,35123501685
2022-08-16,23883.291015625,24228.416015625,23733.5,24126.13671875,27753685646
2022-08-17,23335.998046875,24407.05859375,23243.353515625,23881.31640625,30931623076
2022-08-18,23212.73828125,23563.83203125,23177.6015625,23341.0390625,23747613147
2022-08-19,20877.552734375,23213.3125,20868.84765625,23213.3125,40509610260
2022-08-20,21166.060546875,21350.806640625,20856.73046875,20872.841796875,27595671000
2022-08-21,21534.12109375,21668.845703125,21103.197265625,21160.392578125,23102307723
2022-08-22,21398.908203125,21531.462890625,20939.18359375,21531.462890625,31666498758
2022-08-23,21528.087890625,21646.203125,20955.138671875,21401.044921875,31878280659
2022-08-24,21395.01953125,21783.076171875,21195.005859375,21526.455078125,31962253368
2022-08-25,21600.904296875,21789.63671875,21362.44140625,21395.458984375,31028679593
2022-08-26,20260.01953125,21804.908203125,20199.482421875,21596.0859375,42326789564
2022-08-27,20041.73828125,20340.775390625,19890.5234375,20262.48046875,30116729776
2022-08-28,19616.814453125,20139.0546875,19616.814453125,20041.03515625,24366810591
2022-08-29,20297.994140625,20357.462890625,19600.78515625,19615.154296875,32637854078
2022-08-30,19796.80859375,20542.64453125,19617.640625,20298.611328125,34483360283
2022-08-31,20049.763671875,20420.990234375,19799.58203125,19799.58203125,33225232872
2022-09-01,20127.140625,20198.390625,19653.96875,20050.498046875,30182031010
2022-09-02,19969.771484375,20401.568359375,19814.765625,20126.072265625,29123998928
2022-09-03,19832.087890625,20037.009765625,19698.35546875,19969.71875,23613051457
2022-09-04,19986.712890625,19999.689453125,19636.81640625,19832.470703125,25245861652
2022-09-05,19812.37109375,20031.16015625,19673.046875,19988.7890625,28813460025
2022-09-06,18837.66796875,20155.26953125,18800.171875,19817.724609375,43403978910
2022-09-07,19290.32421875,19427.171875,18644.466796875,18837.68359375,35239757134
2022-09-08,19329.833984375,19417.3515625,19076.71484375,19289.94140625,32194477850
2022-09-09,21381.15234375,21439.41015625,19310.962890625,19328.140625,48469528171
2022-09-10,21680.5390625,21760.275390625,21168.72265625,21376.912109375,36913738894
2022-09-11,21769.255859375,21770.552734375,21406.9453125,21678.54296875,34493951963
2022-09-12,22370.44921875,22439.181640625,21603.896484375,21770.1484375,50212088965
2022-09-13,20296.70703125,22673.8203125,20062.669921875,22371.48046875,51091116622
2022-09-14,20241.08984375,20467.201171875,19793.396484375,20184.5546875,37872380889
2022-09-15,19701.2109375,20318.166015625,19636.734375,20242.2890625,36389011503
2022-09-16,19772.583984375,19870.62890625,19400.076171875,19704.005859375,30123362273
2022-09-17,20127.576171875,20162.53125,19777.033203125,19777.033203125,24957448100
2022-09-18,19419.505859375,20127.234375,19387.4921875,20127.234375,31254779144
2022-09-19,19544.12890625,19639.48046875,18390.318359375,19418.572265625,40177002624
2022-09-20,18890.7890625,19602.45703125,18813.455078125,19545.591796875,36791346508
2022-09-21,18547.400390625,19674.630859375,18290.314453125,18891.283203125,46363793975
2022-09-22,19413.55078125,19456.91015625,18415.591796875,18534.650390625,41135767926
2022-09-23,19297.638671875,19464.671875,18617.552734375,19412.400390625,38896078052
2022-09-24,18937.01171875,19310.197265625,18861.974609375,19296.990234375,26149643168
2022-09-25,18802.09765625,19134.732421875,18696.46875,18936.310546875,23359966112
2022-09-26,19222.671875,19274.873046875,18721.28515625,18803.900390625,44148798321
2022-09-27,19110.546875,20338.455078125,18915.66796875,19221.83984375,58571439619
2022-09-28,19426.720703125,19688.34375,18553.296875,19104.62109375,53071298734
2022-09-29,19573.05078125,19589.265625,18924.353515625,19427.779296875,41037843771
2022-09-30,19431.7890625,20109.849609375,19265.662109375,19573.431640625,43975248085
2022-10-01,19312.095703125,19471.154296875,19231.08203125,19431.10546875,18719537670
2022-10-02,19044.107421875,19370.30859375,18970.62109375,19311.849609375,20765955327
2022-10-03,19623.580078125,19653.54296875,19025.2265625,19044.068359375,30484729489
2022-10-04,20336.84375,20380.34375,19523.83984375,19623.583984375,35887278685
2022-10-05,20160.716796875,20343.748046875,19801.80078125,20335.900390625,33223790572
2022-10-06,19955.443359375,20408.392578125,19900.087890625,20161.0390625,34711412966
2022-10-07,19546.849609375,20041.0859375,19395.79296875,19957.55859375,29227315390
2022-10-08,19416.568359375,19601.6953125,19299.4140625,19546.328125,16437423167
2022-10-09,19446.42578125,19542.5390625,19349.259765625,19417.478515625,16837262532
2022-10-10,19141.484375,19515.466796875,19102.978515625,19446.416015625,27425022774
2022-10-11,19051.41796875,19241.9609375,18925.603515625,19139.0,28711532910
2022-10-12,19157.4453125,19203.19921875,19029.7578125,19052.646484375,24950173846
2022-10-13,19382.904296875,19453.328125,18319.822265625,19156.966796875,44219840004
2022-10-14,19185.65625,19889.146484375,19115.408203125,19382.533203125,38452356727
2022-10-15,19067.634765625,19212.541015625,19019.25,19185.4375,16192235532
2022-10-16,19268.09375,19389.603515625,19068.9140625,19068.9140625,17988916650
2022-10-17,19550.7578125,19635.802734375,19173.333984375,19268.5625,27472552998
2022-10-18,19334.416015625,19666.994140625,19144.76953125,19550.466796875,30580012344
2022-10-19,19139.53515625,19348.416015625,19127.6875,19335.02734375,22425387184
2022-10-20,19053.740234375,19315.19921875,18971.458984375,19138.0859375,24493974420
2022-10-21,19172.46875,19237.384765625,18770.970703125,19053.203125,32459287866
2022-10-22,19208.189453125,19248.068359375,19132.244140625,19172.380859375,16104440957
2022-10-23,19567.0078125,19646.65234375,19124.197265625,19207.734375,22128794335
2022-10-24,19345.572265625,19589.125,19206.32421875,19567.76953125,30202235805
2022-10-25,20095.857421875,20348.412109375,19261.447265625,19344.96484375,47761524910
2022-10-26,20770.44140625,20938.134765625,20076.1171875,20092.236328125,58895950537
2022-10-27,20285.8359375,20854.044921875,20255.373046875,20772.802734375,49625110402
2022-10-28,20595.3515625,20724.98046875,20086.068359375,20287.95703125,43994715910
2022-10-29,20818.4765625,20988.39453125,20566.484375,20595.103515625,40369840645
2022-10-30,20635.603515625,20917.005859375,20547.462890625,20817.982421875,31486345556
2022-10-31,20495.7734375,20795.3203125,20287.458984375,20633.6953125,45668466815
2022-11-01,20485.2734375,20647.2890625,20359.845703125,20494.8984375,39819303159
2022-11-02,20159.50390625,20742.810546875,20087.134765625,20482.958984375,55552169483
2022-11-03,20209.98828125,20382.095703125,20086.240234375,20162.689453125,43228750179
2022-11-04,21147.23046875,21209.560546875,20188.01953125,20208.76953125,64072727950
2022-11-05,21282.69140625,21446.88671875,21097.634765625,21144.83203125,37846047609
2022-11-06,20926.486328125,21345.376953125,20920.19140625,21285.056640625,35082693210
2022-11-07,20602.81640625,21053.24609375,20489.97265625,20924.62109375,53510852236
2022-11-08,18541.271484375,20664.607421875,17603.544921875,20600.671875,118992465607
2022-11-09,15880.7802734375,18590.458984375,15682.6923828125,18543.76171875,102905151606
2022-11-10,17586.771484375,18054.3125,15834.0185546875,15883.158203125,83202283721
2022-11-11,17034.29296875,17650.943359375,16543.482421875,17583.251953125,55871616488
2022-11-12,16799.185546875,17066.67578125,16651.775390625,17036.875,29717699419
2022-11-13,16353.365234375,16920.765625,16320.634765625,16799.72265625,27209183682
2022-11-14,16618.19921875,17109.32421875,15872.94140625,16352.0283203125,49630243054
2022-11-15,16884.61328125,17051.962890625,16542.55078125,16617.484375,36599436183
2022-11-16,16669.439453125,16960.294921875,16430.111328125,16884.341796875,33925512989
2022-11-17,16687.517578125,16726.439453125,16460.68359375,16670.42578125,27868914022
2022-11-18,16697.77734375,16947.05859375,16564.611328125,16687.912109375,26862218609
2022-11-19,16711.546875,16797.876953125,16570.41015625,16696.220703125,16106223492
2022-11-20,16291.83203125,16746.779296875,16248.6923828125,16712.919921875,21313378652
2022-11-21,15787.2841796875,16291.2236328125,15599.046875,16291.2236328125,37429485518
2022-11-22,16189.76953125,16253.0478515625,15656.6064453125,15782.30078125,30726828760
2022-11-23,16610.70703125,16638.193359375,16170.5029296875,16195.5888671875,32958875628
2022-11-24,16604.46484375,16771.474609375,16501.767578125,16611.63671875,26129037414
2022-11-25,16521.841796875,16603.31640625,16388.404296875,16602.26953125,18678255976
2022-11-26,16464.28125,16666.86328125,16416.228515625,16521.576171875,18000008764
2022-11-27,16444.626953125,16594.40625,16437.025390625,16463.8828125,20443898509
2022-11-28,16217.322265625,16482.93359375,16054.5302734375,16440.22265625,27743025156
2022-11-29,16444.982421875,16522.2578125,16139.396484375,16217.6396484375,23581685468
2022-11-30,17168.56640625,17190.9375,16445.4765625,16445.4765625,29523576583
2022-12-01,16967.1328125,17197.498046875,16888.388671875,17168.001953125,22895392882
2022-12-02,17088.66015625,17088.66015625,16877.880859375,16968.68359375,19539705127
2022-12-03,16908.236328125,17116.041015625,16888.140625,17090.09765625,16217776704
2022-12-04,17130.486328125,17157.767578125,16903.439453125,16908.169921875,16824520830
2022-12-05,16974.826171875,17378.15234375,16922.431640625,17128.89453125,22209086834
2022-12-06,17089.50390625,17091.86328125,16939.921875,16975.23828125,19889922369
2022-12-07,16848.126953125,17109.376953125,16750.55859375,17089.505859375,19675404389
2022-12-08,17233.474609375,17267.916015625,16788.783203125,16847.349609375,20496603770
2022-12-09,17133.15234375,17280.546875,17100.8359375,17232.1484375,20328426366
2022-12-10,17128.724609375,17216.826171875,17120.68359375,17134.220703125,12706781969
2022-12-11,17104.193359375,17245.634765625,17091.8203125,17129.7109375,14122486832
2022-12-12,17206.4375,17212.564453125,16899.39453125,17102.5,19617581341
2022-12-13,17781.318359375,17930.0859375,17111.763671875,17206.44140625,26634741631
2022-12-14,17815.650390625,18318.53125,17739.513671875,17782.06640625,25534481470
2022-12-15,17364.865234375,17846.744140625,17322.58984375,17813.64453125,20964448341
2022-12-16,16647.484375,17505.525390625,16584.701171875,17364.546875,24031608960
2022-12-17,16795.091796875,16800.58984375,16614.029296875,16646.982421875,14463581825
2022-12-18,16757.9765625,16815.38671875,16697.8203125,16795.609375,10924354698
2022-12-19,16439.6796875,16807.52734375,16398.13671875,16759.041015625,17221074814
